-- Aqui os 1000 inserts de usuario.
Use adrianob_2025petcare5;
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Bruna Rocha', '223.974.422-72', 'bruna.rocha2@email.com', FALSE, '(11) 98765-4625', 'Comum', 'Brun@R0ch@!'),
('Vitória Oliveira', '360.027.824-00', 'vitoria.oliveira2@email.com', TRUE, '(11) 98765-4626', 'Ong', 'V!t0r!a0l!ve!r@!'),
('Beatriz Cardoso', '628.224.121-97', 'beatriz.cardoso2@email.com', FALSE, '(11) 98765-4627', 'Comum', 'B3atr!zCard0s0!'),
('Beatriz Oliveira', '046.964.929-15', 'beatriz.oliveira2@email.com', TRUE, '(11) 98765-4628', 'Ong', 'B3atr!z0l!ve!r@!'),
('Jéssica Ribeiro', '067.805.322-74', 'jessica.ribeiro2@email.com', FALSE, '(11) 98765-4629', 'Comum', 'J3ss!c@R!be!r0!'),
('Gabriela Pereira', '820.882.724-02', 'gabriela.pereira2@email.com', TRUE, '(11) 98765-4630', 'Ong', 'G@br!el@P3r3!r@!'),
('Patrícia Martins', '790.174.324-70', 'patricia.martins2@email.com', FALSE, '(11) 98765-4631', 'Comum', 'P@tr!c!aM@rt!ns!'),
('Mariana Lima', '661.912.683-94', 'mariana.lima2@email.com', TRUE, '(11) 98765-4632', 'Ong', 'M@r!an@L!m@!'),
('Amanda Lima', '512.698.074-20', 'amanda.lima2@email.com', FALSE, '(11) 98765-4633', 'Comum', 'Am@nd@L!m@!'),
('Daniela da Silva', '144.862.498-36', 'daniela.dasilva2@email.com', TRUE, '(11) 98765-4634', 'Ong', 'D@n!el@S!lv@!'),
('Fernanda Rocha', '690.360.489-82', 'fernanda.rocha2@email.com', FALSE, '(11) 98765-4635', 'Comum', 'F3rn@nd@R0ch@!'),
('Raquel Lima', '510.060.194-99', 'raquel.lima2@email.com', TRUE, '(11) 98765-4636', 'Ong', 'R@qu3lL!m@!'),
('Júlia Ribeiro', '270.365.498-74', 'julia.ribeiro2@email.com', FALSE, '(11) 98765-4637', 'Comum', 'Jul!aR!be!r0!'),
('Simone Mendes', '428.717.058-01', 'simone.mendes2@email.com', TRUE, '(11) 98765-4638', 'Ong', 'S!m0n3M3nd3s!'),
('Cristiane Gonçalves', '009.326.500-07', 'cristiane.goncalves2@email.com', FALSE, '(11) 98765-4639', 'Comum', 'Cr!st!an3G0nc@lv3s!'),
('Luana Araujo', '576.668.152-63', 'luana.araujo2@email.com', TRUE, '(11) 98765-4640', 'Ong', 'Lu@n@Ar@uj0!'),
('Juliana Machado', '846.393.521-40', 'juliana.machado2@email.com', FALSE, '(11) 98765-4641', 'Comum', 'Jul!an@Mach@d0!'),
('Sônia Costa', '879.489.958-46', 'sonia.costa2@email.com', TRUE, '(11) 98765-4642', 'Ong', 'S0n!aC0sta!'),
('Amanda Lopes', '244.196.178-02', 'amanda.lopes2@email.com', FALSE, '(11) 98765-4643', 'Comum', 'Am@nd@L0p3s!'),
('Gabriela Cardoso', '060.233.942-13', 'gabriela.cardoso2@email.com', TRUE, '(11) 98765-4644', 'Ong', 'G@br!el@Card0s0!'),
('Aline Bezerra', '141.642.976-03', 'aline.bezerra2@email.com', FALSE, '(11) 98765-4645', 'Comum', 'Al!n3B3z3rr@!');
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Renata Fernandes', '378.722.337-11', 'renata.fernandes3@email.com', TRUE, '(11) 98765-4646', 'Ong', 'R3n@t@F3rn@nd3s!'),
('Renata Souza', '610.355.961-80', 'renata.souza3@email.com', FALSE, '(11) 98765-4647', 'Comum', 'R3n@t@S0u$a!'),
('Rita da Costa', '858.541.342-50', 'rita.dacosta2@email.com', TRUE, '(11) 98765-4648', 'Ong', 'R!t@C0sta!'),
('Francisca da Costa', '382.240.377-62', 'francisca.dacosta2@email.com', FALSE, '(11) 98765-4649', 'Comum', 'Fr@nc!scaC0sta!'),
('Raquel Oliveira', '936.925.108-10', 'raquel.oliveira2@email.com', TRUE, '(11) 98765-4650', 'Ong', 'R@qu3l0l!ve!r@!'),
('Fernanda da Silva', '487.248.353-74', 'fernanda.dasilva2@email.com', FALSE, '(11) 98765-4651', 'Comum', 'F3rn@nd@S!lv@!'),
('Sônia de Sousa', '002.055.925-97', 'sonia.desousa2@email.com', TRUE, '(11) 98765-4652', 'Ong', 'S0n!aS0u$a!'),
('Renata Borges', '449.163.579-06', 'renata.borges2@email.com', FALSE, '(11) 98765-4653', 'Comum', 'R3n@t@B0rg3s!'),
('Vanessa Mendes', '585.611.489-26', 'vanessa.mendes2@email.com', TRUE, '(11) 98765-4654', 'Ong', 'V@n3ss@M3nd3s!'),
('Aline Fernandes', '880.490.629-45', 'aline.fernandes2@email.com', FALSE, '(11) 98765-4655', 'Comum', 'Al!n3F3rn@nd3s!'),
('Ana da Conceiçao', '600.237.818-90', 'ana.daconceicao2@email.com', TRUE, '(11) 98765-4656', 'Ong', 'An@C0nc3!c@0!'),
('Fabiana Ramos', '006.653.092-01', 'fabiana.ramos2@email.com', FALSE, '(11) 98765-4657', 'Comum', 'F@b!an@R@m0s!'),
('Maria Batista', '374.930.748-28', 'maria.batista2@email.com', TRUE, '(11) 98765-4658', 'Ong', 'M@r!aBat!sta!'),
('Gabriela Martins', '626.278.291-57', 'gabriela.martins2@email.com', FALSE, '(11) 98765-4659', 'Comum', 'G@br!el@M@rt!ns!'),
('Simone Nascimento', '015.009.977-06', 'simone.nascimento2@email.com', TRUE, '(11) 98765-4660', 'Ong', 'S!m0n3N@sc!m3nt0!'),
('Adriana Borges', '408.491.525-42', 'adriana.borges2@email.com', FALSE, '(11) 98765-4661', 'Comum', 'Adr!an@B0rg3s!'),
('Camila Costa', '701.847.671-21', 'camila.costa2@email.com', TRUE, '(11) 98765-4662', 'Ong', 'C@m!l@C0sta!'),
('Rosângela Nunes', '288.940.170-79', 'rosangela.nunes2@email.com', FALSE, '(11) 98765-4663', 'Comum', 'R0s@ng3laNun3s!'),
('Aparecida Machado', '986.209.554-70', 'aparecida.machado2@email.com', TRUE, '(11) 98765-4664', 'Ong', 'Ap@r3c!d@Mach@d0!'),
('Cristiane Barbosa', '380.696.970-16', 'cristiane.barbosa3@email.com', FALSE, '(11) 98765-4665', 'Comum', 'Cr!st!an3B@rb0s@!'),
('Beatriz da Silva', '443.913.143-39', 'beatriz.dasilva2@email.com', TRUE, '(11) 98765-4666', 'Ong', 'B3atr!zS!lv@!'),
('Terezinha Ribeiro', '477.194.134-31', 'terezinha.ribeiro2@email.com', FALSE, '(11) 98765-4667', 'Comum', 'T3r3z!nh@R!be!r0!'),
('Rosângela Ferreira', '759.774.546-00', 'rosangela.ferreira2@email.com', TRUE, '(11) 98765-4668', 'Ong', 'R0s@ng3laF3rr3!r@!'),
('Rosângela de Oliveira', '613.555.409-33', 'rosangela.deoliveira2@email.com', FALSE, '(11) 98765-4669', 'Comum', 'R0s@ng3la0l!ve!r@!'),
('Antônia Bezerra', '663.619.398-04', 'antonia.bezerra2@email.com', TRUE, '(11) 98765-4670', 'Ong', 'Ant0n!aB3z3rr@!'),
('Sônia Araujo', '638.769.462-04', 'sonia.araujo2@email.com', FALSE, '(11) 98765-4671', 'Comum', 'S0n!aAr@uj0!'),
('Raimunda Silva', '604.883.412-80', 'raimunda.silva2@email.com', TRUE, '(11) 98765-4672', 'Ong', 'R@!mund@S!lv@!'),
('Camila Ferreira', '520.532.078-84', 'camila.ferreira2@email.com', FALSE, '(11) 98765-4673', 'Comum', 'C@m!l@F3rr3!r@!'),
('Rosângela Sousa', '537.598.870-40', 'rosangela.sousa2@email.com', TRUE, '(11) 98765-4674', 'Ong', 'R0s@ng3laS0u$a!'),
('Juliana Vieira', '366.798.138-40', 'juliana.vieira2@email.com', FALSE, '(11) 98765-4675', 'Comum', 'Jul!an@V!eira!'),
('Carla da Silva', '202.899.026-06', 'carla.dasilva2@email.com', TRUE, '(11) 98765-4676', 'Ong', 'C@rl@S!lv@!'),
('Lúcia Mendes', '580.167.558-28', 'lucia.mendes2@email.com', FALSE, '(11) 98765-4677', 'Comum', 'Luc!aM3nd3s!'),
('Simone Soares', '835.545.922-93', 'simone.soares2@email.com', TRUE, '(11) 98765-4678', 'Ong', 'S!m0n3S0ar3s!'),
('Jaqueline de Sousa', '990.813.615-11', 'jaqueline.desousa2@email.com', FALSE, '(11) 98765-4679', 'Comum', 'J@qu3l!n3S0u$a!'),
('Francisca Borges', '492.540.303-68', 'francisca.borges2@email.com', TRUE, '(11) 98765-4680', 'Ong', 'Fr@nc!scaB0rg3s!'),
('Vitória Soares', '566.965.788-89', 'vitoria.soares2@email.com', FALSE, '(11) 98765-4681', 'Comum', 'V!t0r!aS0ar3s!'),
('Raimunda Martins', '653.604.653-60', 'raimunda.martins2@email.com', TRUE, '(11) 98765-4682', 'Ong', 'R@!mund@M@rt!ns!'),
('Carla Santana', '105.794.287-10', 'carla.santana2@email.com', FALSE, '(11) 98765-4683', 'Comum', 'C@rl@S@ntan@!'),
('Sônia Oliveira', '674.981.812-90', 'sonia.oliveira2@email.com', TRUE, '(11) 98765-4684', 'Ong', 'S0n!a0l!ve!r@!'),
('Natália Sousa', '192.572.493-01', 'natalia.sousa2@email.com', FALSE, '(11) 98765-4685', 'Comum', 'N@t@l!aS0u$a!'),
('Amanda Silva', '396.036.075-41', 'amanda.silva2@email.com', TRUE, '(11) 98765-4686', 'Ong', 'Am@nd@S!lv@!'),
('Rita Vieira', '076.216.719-04', 'rita.vieira2@email.com', FALSE, '(11) 98765-4687', 'Comum', 'R!t@V!eira!'),
('Beatriz Santana', '456.930.262-99', 'beatriz.santana2@email.com', TRUE, '(11) 98765-4688', 'Ong', 'B3atr!zS@ntan@!'),
('Luana Moreira', '820.308.796-57', 'luana.moreira2@email.com', FALSE, '(11) 98765-4689', 'Comum', 'Lu@n@M0r3!ra!'),
('Renata de Lima', '820.781.487-09', 'renata.delima2@email.com', TRUE, '(11) 98765-4690', 'Ong', 'R3n@t@L!m@!'),
('Lúcia de Lima', '208.384.092-53', 'lucia.delima2@email.com', FALSE, '(11) 98765-4691', 'Comum', 'Luc!aL!m@!'),
('Aparecida Costa', '177.176.408-21', 'aparecida.costa2@email.com', TRUE, '(11) 98765-4692', 'Ong', 'Ap@r3c!d@C0sta!'),
('Josefa Mendes', '451.029.207-40', 'josefa.mendes2@email.com', FALSE, '(11) 98765-4693', 'Comum', 'J0s3f@M3nd3s!'),
('Lúcia Teixeira', '236.431.791-62', 'lucia.teixeira2@email.com', TRUE, '(11) 98765-4694', 'Ong', 'Luc!aT3!xe!r@!'),
('Cristiane Martins', '137.837.090-24', 'cristiane.martins3@email.com', FALSE, '(11) 98765-4695', 'Comum', 'Cr!st!an3M@rt!ns!'),
('Vitória Gonçalves', '372.060.863-81', 'vitoria.goncalves2@email.com', TRUE, '(11) 98765-4696', 'Ong', 'V!t0r!aG0nc@lv3s!'),
('Amanda Costa', '614.183.711-57', 'amanda.costa2@email.com', FALSE, '(11) 98765-4697', 'Comum', 'Am@nd@C0sta!'),
('Ângela Araujo', '858.633.061-22', 'angela.araujo2@email.com', TRUE, '(11) 98765-4698', 'Ong', 'Ang3l@Ar@uj0!'),
('Fernanda Cardoso', '850.688.707-06', 'fernanda.cardoso2@email.com', FALSE, '(11) 98765-4699', 'Comum', 'F3rn@nd@Card0s0!'),
('Andréia Ramos', '908.953.144-01', 'andreia.ramos2@email.com', TRUE, '(11) 98765-4700', 'Ong', 'Andr3!@R@m0s!');
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Renata de Carvalho', '150.259.011-54', 'renata.decarvalho2@email.com', FALSE, '(11) 98765-4701', 'Comum', 'R3n@t@C@rv@lh0!'),
('Terezinha Barbosa', '674.219.936-90', 'terezinha.barbosa2@email.com', TRUE, '(11) 98765-4702', 'Ong', 'T3r3z!nh@B@rb0s@!'),
('Raquel Rodrigues', '256.987.307-17', 'raquel.rodrigues2@email.com', FALSE, '(11) 98765-4703', 'Comum', 'R@qu3lR0dr!gu3s!'),
('Fernanda Teixeira', '522.691.082-72', 'fernanda.teixeira2@email.com', TRUE, '(11) 98765-4704', 'Ong', 'F3rn@nd@T3!xe!r@!'),
('Rosa Moreira', '879.187.333-98', 'rosa.moreira2@email.com', FALSE, '(11) 98765-4705', 'Comum', 'R0s@M0r3!ra!'),
('Juliana Teixeira', '682.430.214-77', 'juliana.teixeira3@email.com', TRUE, '(11) 98765-4706', 'Ong', 'Jul!an@T3!xe!r@!'),
('Maria Machado', '014.927.224-30', 'maria.machado2@email.com', FALSE, '(11) 98765-4707', 'Comum', 'M@r!aMach@d0!'),
('Antônia Gomes', '004.728.684-97', 'antonia.gomes2@email.com', TRUE, '(11) 98765-4708', 'Ong', 'Ant0n!aG0m3s!'),
('Larissa Cardoso', '299.744.459-49', 'larissa.cardoso2@email.com', FALSE, '(11) 98765-4709', 'Comum', 'L@r!ss@Card0s0!'),
('Letícia Vieira', '331.633.989-28', 'leticia.vieira2@email.com', TRUE, '(11) 98765-4710', 'Ong', 'L3t!c!aV!eira!'),
('Marlene Souza', '893.663.274-43', 'marlene.souza2@email.com', FALSE, '(11) 98765-4711', 'Comum', 'M@rl3n3S0u$a!'),
('Josefa Ribeiro', '592.921.849-89', 'josefa.ribeiro2@email.com', TRUE, '(11) 98765-4712', 'Ong', 'J0s3f@R!be!r0!'),
('Antônia da Conceiçao', '216.864.943-00', 'antonia.daconceicao2@email.com', FALSE, '(11) 98765-4713', 'Comum', 'Ant0n!aC0nc3!c@0!'),
('Josefa Ribeiro', '384.867.713-07', 'josefa.ribeiro3@email.com', TRUE, '(11) 98765-4714', 'Ong', 'J0s3f@R!be!r0!'),
('Marlene Barbosa', '646.955.540-38', 'marlene.barbosa2@email.com', FALSE, '(11) 98765-4715', 'Comum', 'M@rl3n3B@rb0s@!'),
('Francisca Araujo', '449.057.971-36', 'francisca.araujo2@email.com', TRUE, '(11) 98765-4716', 'Ong', 'Fr@nc!scaAr@uj0!'),
('Fabiana Alves', '627.698.323-36', 'fabiana.alves2@email.com', FALSE, '(11) 98765-4717', 'Comum', 'F@b!an@Alv3s!'),
('Juliana Silva', '285.075.171-53', 'juliana.silva2@email.com', TRUE, '(11) 98765-4718', 'Ong', 'Jul!an@S!lv@!'),
('Raimunda Dias', '475.168.836-70', 'raimunda.dias2@email.com', FALSE, '(11) 98765-4719', 'Comum', 'R@!mund@D!as!'),
('Jaqueline Santos', '103.014.961-53', 'jaqueline.santos2@email.com', TRUE, '(11) 98765-4720', 'Ong', 'J@qu3l!n3S@nt0s!'),
('Letícia Soares', '900.333.495-17', 'leticia.soares2@email.com', FALSE, '(11) 98765-4721', 'Comum', 'L3t!c!aS0ar3s!'),
('Jaqueline de Almeida', '808.944.021-53', 'jaqueline.dealmeida2@email.com', TRUE, '(11) 98765-4722', 'Ong', 'J@qu3l!n3Alm3!d@!'),
('Bruna Nascimento', '293.015.160-98', 'bruna.nascimento2@email.com', FALSE, '(11) 98765-4723', 'Comum', 'Brun@N@sc!m3nt0!'),
('Márcia Silva', '797.654.318-05', 'marcia.silva2@email.com', TRUE, '(11) 98765-4724', 'Ong', 'M@rc!aS!lv@!'),
('Adriana Gonçalves', '855.929.204-74', 'adriana.goncalves2@email.com', FALSE, '(11) 98765-4725', 'Comum', 'Adr!an@G0nc@lv3s!');
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Rita de Araujo', '777.126.652-57', 'rita.dearaujo2@email.com', TRUE, '(11) 98765-4726', 'Ong', 'R!t@Ar@uj0!'),
('Mariana Cardoso', '773.699.314-98', 'mariana.cardoso3@email.com', FALSE, '(11) 98765-4727', 'Comum', 'M@r!an@Card0s0!'),
('Larissa de Lima', '975.097.939-71', 'larissa.delima2@email.com', TRUE, '(11) 98765-4728', 'Ong', 'L@r!ss@L!m@!'),
('Sônia Oliveira', '736.063.916-68', 'sonia.oliveira3@email.com', FALSE, '(11) 98765-4729', 'Comum', 'S0n!a0l!ve!r@!'),
('Amanda Santos', '131.728.923-44', 'amanda.santos2@email.com', TRUE, '(11) 98765-4730', 'Ong', 'Am@nd@S@nt0s!'),
('Beatriz de Lima', '581.709.624-20', 'beatriz.delima2@email.com', FALSE, '(11) 98765-4731', 'Comum', 'B3atr!zL!m@!'),
('Lúcia Carvalho', '414.949.802-40', 'lucia.carvalho2@email.com', TRUE, '(11) 98765-4732', 'Ong', 'Luc!aC@rv@lh0!'),
('Cláudia Martins', '094.533.263-72', 'claudia.martins2@email.com', FALSE, '(11) 98765-4733', 'Comum', 'Cl@ud!aM@rt!ns!'),
('Josefa de Souza', '314.353.091-03', 'josefa.desouza2@email.com', TRUE, '(11) 98765-4734', 'Ong', 'J0s3f@S0u$a!'),
('Larissa de Araujo', '238.582.756-54', 'larissa.dearaujo2@email.com', FALSE, '(11) 98765-4735', 'Comum', 'L@r!ss@Ar@uj0!'),
('Júlia Marques', '631.106.848-61', 'julia.marques2@email.com', TRUE, '(11) 98765-4736', 'Ong', 'Jul!aM@rqu3s!'),
('Carla Fernandes', '121.953.335-10', 'carla.fernandes2@email.com', FALSE, '(11) 98765-4737', 'Comum', 'C@rl@F3rn@nd3s!'),
('Sandra Nunes', '774.670.729-70', 'sandra.nunes2@email.com', TRUE, '(11) 98765-4738', 'Ong', 'S@ndr@Nun3s!'),
('Mariana Vieira', '172.461.163-11', 'mariana.vieira2@email.com', FALSE, '(11) 98765-4739', 'Comum', 'M@r!an@V!eira!'),
('Vanessa Mendes', '654.504.310-23', 'vanessa.mendes3@email.com', TRUE, '(11) 98765-4740', 'Ong', 'V@n3ss@M3nd3s!'),
('Amanda Teixeira', '198.597.509-20', 'amanda.teixeira2@email.com', FALSE, '(11) 98765-4741', 'Comum', 'Am@nd@T3!xe!r@!'),
('Ângela dos Santos', '680.993.373-52', 'angela.dossantos2@email.com', TRUE, '(11) 98765-4742', 'Ong', 'Ang3l@D0sS@nt0s!'),
('Amanda de Almeida', '887.897.608-32', 'amanda.dealmeida2@email.com', FALSE, '(11) 98765-4743', 'Comum', 'Am@nd@Alm3!d@!'),
('Vera Alves', '077.586.461-74', 'vera.alves2@email.com', TRUE, '(11) 98765-4744', 'Ong', 'V3r@Alv3s!'),
('Jaqueline Araujo', '744.424.942-31', 'jaqueline.araujo2@email.com', FALSE, '(11) 98765-4745', 'Comum', 'J@qu3l!n3Ar@uj0!');
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Maria Carvalho', '095.594.781-25', 'maria.carvalho2@email.com', TRUE, '(11) 98765-4746', 'Ong', 'M@r!aC@rv@lh0!'),
('Débora Oliveira', '899.948.058-51', 'debora.oliveira2@email.com', FALSE, '(11) 98765-4747', 'Comum', 'D3b0r@0l!ve!r@!'),
('Gabriela Machado', '897.156.960-31', 'gabriela.machado2@email.com', TRUE, '(11) 98765-4748', 'Ong', 'G@br!el@Mach@d0!'),
('Letícia Costa', '384.910.134-74', 'leticia.costa2@email.com', FALSE, '(11) 98765-4749', 'Comum', 'L3t!c!aC0sta!'),
('Luana do Nascimento', '640.234.993-31', 'luana.donascimento2@email.com', TRUE, '(11) 98765-4750', 'Ong', 'Lu@n@N@sc!m3nt0!'),
('Vanessa Bezerra', '242.552.383-91', 'vanessa.bezerra2@email.com', FALSE, '(11) 98765-4751', 'Comum', 'V@n3ss@B3z3rr@!'),
('Raimunda Borges', '907.068.610-43', 'raimunda.borges2@email.com', TRUE, '(11) 98765-4752', 'Ong', 'R@!mund@B0rg3s!'),
('Aparecida Sousa', '991.446.593-50', 'aparecida.sousa2@email.com', FALSE, '(11) 98765-4753', 'Comum', 'Ap@r3c!d@S0u$a!'),
('Eliane Moreira', '736.982.591-41', 'eliane.moreira2@email.com', TRUE, '(11) 98765-4754', 'Ong', 'El!an3M0r3!ra!'),
('Gabriela Machado', '479.016.802-61', 'gabriela.machado3@email.com', FALSE, '(11) 98765-4755', 'Comum', 'G@br!el@Mach@d0!'),
('Júlia da Conceiçao', '423.176.900-10', 'julia.daconceicao2@email.com', TRUE, '(11) 98765-4756', 'Ong', 'Jul!aC0nc3!c@0!'),
('Mariana Sousa', '366.224.069-60', 'mariana.sousa2@email.com', FALSE, '(11) 98765-4757', 'Comum', 'M@r!an@S0u$a!'),
('Raimunda Nascimento', '130.352.297-75', 'raimunda.nascimento2@email.com', TRUE, '(11) 98765-4758', 'Ong', 'R@!mund@N@sc!m3nt0!'),
('Vitória Nunes', '602.635.886-29', 'vitoria.nunes2@email.com', FALSE, '(11) 98765-4759', 'Comum', 'V!t0r!aNun3s!'),
('Vera Barbosa', '947.100.894-85', 'vera.barbosa2@email.com', TRUE, '(11) 98765-4760', 'Ong', 'V3r@B@rb0s@!'),
('Luana Rodrigues', '283.276.961-65', 'luana.rodrigues2@email.com', FALSE, '(11) 98765-4761', 'Comum', 'Lu@n@R0dr!gu3s!'),
('Camila Oliveira', '730.626.633-08', 'camila.oliveira2@email.com', TRUE, '(11) 98765-4762', 'Ong', 'C@m!l@0l!ve!r@!'),
('Vera Ferreira', '225.107.108-34', 'vera.ferreira2@email.com', FALSE, '(11) 98765-4763', 'Comum', 'V3r@F3rr3!r@!'),
('Maria da Costa', '091.697.613-02', 'maria.dacosta2@email.com', TRUE, '(11) 98765-4764', 'Ong', 'M@r!aC0sta!'),
('Marlene Rodrigues', '453.847.548-34', 'marlene.rodrigues2@email.com', FALSE, '(11) 98765-4765', 'Comum', 'M@rl3n3R0dr!gu3s!'),
('Luana do Nascimento', '762.702.716-06', 'luana.donascimento3@email.com', TRUE, '(11) 98765-4766', 'Ong', 'Lu@n@N@sc!m3nt0!'),
('Cláudia de Sousa', '612.849.218-59', 'claudia.desousa2@email.com', FALSE, '(11) 98765-4767', 'Comum', 'Cl@ud!aS0u$a!'),
('Gabriela Cardoso', '314.508.092-00', 'gabriela.cardoso3@email.com', TRUE, '(11) 98765-4768', 'Ong', 'G@br!el@Card0s0!'),
('Raquel Martins', '490.175.947-72', 'raquel.martins2@email.com', FALSE, '(11) 98765-4769', 'Comum', 'R@qu3lM@rt!ns!'),
('Camila Batista', '148.366.616-68', 'camila.batista2@email.com', TRUE, '(11) 98765-4770', 'Ong', 'C@m!l@Bat!sta!');
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Sandra Bezerra', '130.017.657-12', 'sandra.bezerra2@email.com', FALSE, '(11) 98765-4771', 'Comum', 'S@ndr@B3z3rr@!'),
('Vitória Marques', '880.989.732-39', 'vitoria.marques2@email.com', TRUE, '(11) 98765-4772', 'Ong', 'V!t0r!aM@rqu3s!'),
('Raquel Mendes', '001.779.699-70', 'raquel.mendes2@email.com', FALSE, '(11) 98765-4773', 'Comum', 'R@qu3lM3nd3s!'),
('Amanda Machado', '220.363.268-20', 'amanda.machado2@email.com', TRUE, '(11) 98765-4774', 'Ong', 'Am@nd@Mach@d0!'),
('Vera Santana', '852.523.893-73', 'vera.santana3@email.com', FALSE, '(11) 98765-4775', 'Comum', 'V3r@S@ntan@!'),
('Ana Soares', '311.653.554-00', 'ana.soares2@email.com', TRUE, '(11) 98765-4776', 'Ong', 'An@S0ar3s!'),
('Juliana Alves', '355.153.762-34', 'juliana.alves2@email.com', FALSE, '(11) 98765-4777', 'Comum', 'Jul!an@Alv3s!'),
('Bruna Machado', '775.485.956-46', 'bruna.machado2@email.com', TRUE, '(11) 98765-4778', 'Ong', 'Brun@Mach@d0!'),
('Natália Santos', '878.956.038-84', 'natalia.santos3@email.com', FALSE, '(11) 98765-4779', 'Comum', 'N@t@l!aS@nt0s!'),
('Terezinha Soares', '772.696.158-96', 'terezinha.soares2@email.com', TRUE, '(11) 98765-4780', 'Ong', 'T3r3z!nh@S0ar3s!'),
('Rita Ribeiro', '146.970.123-56', 'rita.ribeiro2@email.com', FALSE, '(11) 98765-4781', 'Comum', 'R!t@R!be!r0!'),
('Juliana Lopes', '165.617.627-03', 'juliana.lopes2@email.com', TRUE, '(11) 98765-4782', 'Ong', 'Jul!an@L0p3s!'),
('Sandra Cardoso', '532.793.973-16', 'sandra.cardoso2@email.com', FALSE, '(11) 98765-4783', 'Comum', 'S@ndr@Card0s0!'),
('Josefa Fernandes', '060.171.053-37', 'josefa.fernandes2@email.com', TRUE, '(11) 98765-4784', 'Ong', 'J0s3f@F3rn@nd3s!'),
('Márcia Carvalho', '811.846.491-11', 'marcia.carvalho2@email.com', FALSE, '(11) 98765-4785', 'Comum', 'M@rc!aC@rv@lh0!'),
('Ângela de Almeida', '578.038.616-10', 'angela.dealmeida2@email.com', TRUE, '(11) 98765-4786', 'Ong', 'Ang3l@Alm3!d@!'),
('Simone Ferreira', '139.676.042-33', 'simone.ferreira2@email.com', FALSE, '(11) 98765-4787', 'Comum', 'S!m0n3F3rr3!r@!'),
('Jaqueline da Silva', '697.813.666-21', 'jaqueline.dasilva2@email.com', TRUE, '(11) 98765-4788', 'Ong', 'J@qu3l!n3S!lv@!'),
('Antônia Ramos', '086.435.886-52', 'antonia.ramos2@email.com', FALSE, '(11) 98765-4789', 'Comum', 'Ant0n!aR@m0s!'),
('Daniela Marques', '078.573.357-46', 'daniela.marques2@email.com', TRUE, '(11) 98765-4790', 'Ong', 'D@n!el@M@rqu3s!'),
('Vera Nascimento', '474.679.679-34', 'vera.nascimento2@email.com', FALSE, '(11) 98765-4791', 'Comum', 'V3r@N@sc!m3nt0!'),
('Amanda de Carvalho', '609.048.296-00', 'amanda.decarvalho2@email.com', TRUE, '(11) 98765-4792', 'Ong', 'Am@nd@C@rv@lh0!'),
('Daniela Borges', '159.157.940-68', 'daniela.borges2@email.com', FALSE, '(11) 98765-4793', 'Comum', 'D@n!el@B0rg3s!'),
('Renata Ramos', '133.333.184-31', 'renata.ramos2@email.com', TRUE, '(11) 98765-4794', 'Ong', 'R3n@t@R@m0s!'),
('Andréia Costa', '983.516.644-72', 'andreia.costa2@email.com', FALSE, '(11) 98765-4795', 'Comum', 'Andr3!@C0sta!');
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Cláudia Almeida', '499.664.468-00', 'claudia.almeida2@email.com', TRUE, '(11) 98765-4796', 'Ong', 'Cl@ud!aAlm3!d@!'),
('Cláudia de Souza', '523.380.598-75', 'claudia.desouza3@email.com', FALSE, '(11) 98765-4797', 'Comum', 'Cl@ud!aS0u$a!'),
('Júlia Lima', '705.445.131-77', 'julia.lima2@email.com', TRUE, '(11) 98765-4798', 'Ong', 'Jul!aL!m@!'),
('Aline de Araujo', '078.461.129-70', 'aline.dearaujo2@email.com', FALSE, '(11) 98765-4799', 'Comum', 'Al!n3Ar@uj0!'),
('Lúcia Lopes', '763.221.775-40', 'lucia.lopes2@email.com', TRUE, '(11) 98765-4800', 'Ong', 'Luc!aL0p3s!'),
('Rita Mendes', '831.061.704-68', 'rita.mendes2@email.com', FALSE, '(11) 98765-4801', 'Comum', 'R!t@M3nd3s!'),
('Raquel Lima', '441.584.591-68', 'raquel.lima3@email.com', TRUE, '(11) 98765-4802', 'Ong', 'R@qu3lL!m@!'),
('Letícia Costa', '663.549.818-41', 'leticia.costa3@email.com', FALSE, '(11) 98765-4803', 'Comum', 'L3t!c!aC0sta!'),
('Raquel Martins', '927.922.486-70', 'raquel.martins3@email.com', TRUE, '(11) 98765-4804', 'Ong', 'R@qu3lM@rt!ns!'),
('Luana Martins', '941.849.450-74', 'luana.martins2@email.com', FALSE, '(11) 98765-4805', 'Comum', 'Lu@n@M@rt!ns!'),
('Bruna de Almeida', '383.772.628-27', 'bruna.dealmeida2@email.com', TRUE, '(11) 98765-4806', 'Ong', 'Brun@Alm3!d@!'),
